compound_id,historical_alias,profiles_evaluated,top3_profile_count,top5_profile_count,best_rank,worst_rank,mean_profile_rank,interpretation
ATP-HTVS-0009DAEDE04F,79971,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5401EBEC1B21,77091,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-54143804256C,38146,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5425AB1A5C10,35457,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-542A37ED863C,14243,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-542AD0F295EC,98561,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-545253A9A90F,83842,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5494A1B9D9EC,67939,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-54A1786C1F00,83457,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-54E64C0F11AA,71361,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-54ED83DE83DA,86306,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-553AACDE3786,19939,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-555FA00075E9,85825,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5589B4ED8BC3,58051,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-559A97C754E4,23137,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-55C340552E65,92289,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-560CD6AB75AE,93730,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-56362DCB1C38,56802,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-563DC51EEC46,75746,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5658ECC62B06,77859,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5694EB72FE49,38083,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-569AAE7497B4,63426,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-56BFCD0C6B29,72193,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-57132EA8AA79,36161,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-572BFDBE8187,1059,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-57A1B32CE9AA,90337,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-57B04A124BC1,76577,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-57C145E4C4AF,91107,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-57CD8A84B862,69666,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5801E8FB792E,25635,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5850FC4068A9,89729,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-586B19FEBC2D,72769,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5890B3ABBA42,51713,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-58BA49956E55,50050,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-590B92626142,45217,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-593FD885E4E3,89665,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-595807F16B2C,73795,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5993E100A2C1,94626,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-59B1C5906543,73635,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-59B957CB7E9F,77507,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-59E59E09D09E,55489,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5A1C186863E4,25313,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5A2EB4E9D835,63779,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5A38D2E65B38,77890,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5A3D1DB8098B,55105,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5A74948D5858,90114,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5AAA6558FE6F,81315,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5AC0D5CB90EF,60835,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5B1B34F83C18,97985,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5B32A3AFA3A9,56418,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5B9C564ED935,40865,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5BC6D09DB3F1,87234,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5BCFBB048AA1,79809,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5BE3914F361A,91171,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5BF5224E50DC,52739,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5BFD90183104,77187,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5C08F16C0BFC,24993,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5C1A90E0608A,85537,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5C2621A0B526,36290,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5C29B6179A0F,95362,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5CE7EF7F1B66,84354,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5CEF79319D6B,72323,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5CF527C7FD25,87938,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5CFA0109773F,85506,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5D344E99E653,87266,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5D5940BED632,70627,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5D5A320A0101,84833,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5D7D5B0AFE50,31266,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5DA5A3EB6624,30594,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5DB20AD11BEB,83713,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5E187255B48D,81057,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5E1B9EFD9407,87298,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5E389E326DA0,50337,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5E561F95C670,44705,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5E6DF5CA027C,40866,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5EB936FA5BDD,88803,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5EF6359E179A,71329,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5F569EDABC80,82754,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-5FA879ADA4FF,77314,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6012FFC9E47E,77729,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-601F520459A4,94209,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-602F8E6702A7,98337,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-60B21D6CE655,20227,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-60B70570E761,62883,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-60C7695B6F0C,73410,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-60D4F7FF4B6B,48865,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-60F8B74A0D7C,66018,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6168063B3267,35105,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-61A3D13E339F,4770,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-62207831F6CB,69763,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6227313DC6E5,72418,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6286382C1C45,71299,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-62D29CE4051A,17858,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-631C0C315D5A,76739,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-638532F00CCB,72737,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-63A2B85F1850,85570,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-63DD1309BB6A,79362,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-63DFF8A88018,1537,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-63E5F33A32FB,23458,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-64561A556005,76449,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6480B695D089,74689,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-64A2B9E187D2,31651,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-64F4A1A461ED,76035,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-651F2B2980F4,15906,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-65263582E7F4,36450,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-654FE4E3AAA7,28929,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-655331016ABF,30146,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-656A250247D8,81986,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-657E323E2351,76481,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-65B75474615F,40449,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-65F1321BFD60,23330,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-65F4836C7042,84577,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6612EA4E183C,54530,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-665A86DAD15F,78754,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-66618B00A972,44098,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-667EB58ED22D,21090,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-669A511FBD29,90914,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-66A9CC424D71,24770,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-66BD7620CABA,87457,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-66EE35E24140,84065,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-66FFB530802B,85635,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-67024B617AFA,96930,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-673A54B483CC,85827,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-675C8FFFA49B,85475,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-675D7E7E37EF,84769,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-676B1F951E41,75489,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6778D00A26F1,88097,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-677D6479829E,40802,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-67830652660F,76674,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-67B30DFDD52C,28355,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-67E3C63FBC34,48897,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-67F14CF2E487,89249,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6804FBE9529D,53249,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-681E21A5C336,90402,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-684B476D1E6A,72322,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-68829DCC26F9,24002,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-68B1DBF07479,3426,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-69239F8CDE40,84739,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-694143BD68F7,98210,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-697A85B30C1D,5217,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-69A2FC5C8ACC,16515,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-69AD6B8D3733,52643,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-69DE697C6F69,70082,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6A46373CBB09,79298,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6A615EE15C98,5634,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6A632AA0CEB9,45283,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6A75058F52BE,28289,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6A7606C4C92F,92290,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6A9F3E67E2B3,32321,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6AEF3DDEB613,24577,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6B0687E57A6A,39265,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6B1624881868,95842,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6B545AE439E8,71073,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6B6B8E0C727E,97122,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6B709F2DA304,63171,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6BE395388015,5218,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6BFC96102A75,91009,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6C10A5B04019,55619,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6C50DB0A272F,98305,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6C7D9744EE21,70402,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6C953A1E72F9,84770,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6C98FCD8FCFE,96322,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6CCE19BA0E53,41123,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6D0E62C9397C,87907,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6D22B46DE244,25601,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6D2ED4476584,96450,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6D4BCDFA1C91,75521,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6D7E0E0D5192,75362,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6E0FE1B5DEAA,65857,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6E162A247368,73633,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6E22C1143CC0,63683,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6E53E23A0DE7,86883,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6E858FDBC7BE,81090,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6E87A6CCCD27,96001,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6EB205788321,70434,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6EF9F712D3BB,38274,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6F05C87B1F67,70785,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6F07AE7177E0,48289,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6F1494FEFC60,84675,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6F734E803CC4,90177,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6F858A0E8812,50979,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-6FE04A77CC41,71777,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-702B49CD2E82,75043,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7075BC6FC110,40003,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-708569B81B35,91521,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-70C7181F988B,22946,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-70E37A6C21BA,87747,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7191B1059E2A,91041,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-71BAC3B18036,84419,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-71BF5DD28E53,57729,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-71D6C35FE659,77570,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7201DD4C282A,6657,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-72573E055255,65475,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-72B2F4D4EA61,85379,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-72BD9FFCF62D,59458,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-72D66A1ED57F,85633,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-72E6B3102DA2,29953,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7317133B38FB,3522,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-73425E104865,17794,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-736CCC940701,87841,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-738A9E09AC53,76002,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7398D4493E72,77633,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-73D804AB38E4,60195,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7418424385E1,74179,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-74641C70E223,90850,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-74C5B06FA80B,35331,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-74E2CC654FC3,78466,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-750E4CFCB0FA,69826,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7598FFEE7603,72739,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-75A4DAB7424E,78401,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-75AC094BF9E0,89827,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-75B300C751D2,33282,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-75F52EFCCD23,94273,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-76416D54A342,23331,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-767E37D8A78C,74498,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7694DCD97798,36195,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-76CE1997AF40,20163,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-76EB0BEAC1B9,37825,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-772EF906400E,20706,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-773D20A649CC,79681,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7743C5ABCFDD,93987,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7752C713B971,90178,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-776FBC5F0312,98786,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-77ED8C900CC0,79747,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-77F3EA8C01D2,80162,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-780990BE0E68,83747,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7820955A714C,43682,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-78252FECAF69,68547,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-792F02E01A4E,94081,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-794646D3B9C8,91617,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-795FA74A51DE,66529,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-79A32C942736,68642,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-79BEB139CB8F,55745,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-79C7807006E2,74402,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-79E4EBD82D6A,63777,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-79EE8ED1543F,88993,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7A394D6CE484,99713,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7A7B7DA644AB,49827,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7A7BCDC0632F,1539,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7AB1442FC022,28993,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7ABEAEA32F74,93505,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7ACA80837BCE,95906,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7AEE8A51E1B1,46561,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7AFD271A302C,56897,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7B1416FC1373,96097,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7B85D20A61B3,83969,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7B98CE40EDFD,70307,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7BBDEC1762B0,28193,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7BEC4E93BD87,81249,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7BF7B7486D45,67138,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7C2B62D08873,63427,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7C2D6468D489,82402,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7C58C2B4F3B5,20035,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7C6049B0D6CE,73154,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7C6F09AC1D4C,90306,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7CA2ECE32076,86177,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7CD79F872AFC,67937,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7CF383CE087B,75810,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7D198ACE4CB8,50529,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7D1C8522A3FA,27619,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7D663BEE19BA,79617,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7DAC8816801F,84385,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7DBCC72663B9,59649,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7DD2E8BA0428,80835,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7DE0A46CB904,32482,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7DE5D821A3A4,82179,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7EF53BD61533,95426,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7EF96EA99BCF,95361,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7F35209A363C,80099,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7F4769B54268,71043,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
ATP-HTVS-7F76552361A7,92449,4,0,0,,,,cross-profile decision consistency; not experimental hit frequency
