feature,feature_group,source_property,source_file,data_type,non_missing_count,complete_on_dataset,unique_values,used_in_model2,notes
morgan1024_0497,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0498,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0499,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0500,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0501,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0502,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0503,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0504,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0505,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0506,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0507,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0508,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0509,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0510,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0511,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0512,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0513,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0514,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0515,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0516,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0517,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0518,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0519,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0520,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0521,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0522,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0523,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0524,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0525,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0526,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0527,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0528,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0529,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0530,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0531,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0532,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0533,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0534,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0535,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0536,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0537,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0538,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0539,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0540,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0541,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0542,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0543,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0544,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0545,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0546,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0547,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0548,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0549,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0550,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0551,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0552,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0553,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0554,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0555,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0556,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0557,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0558,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0559,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0560,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0561,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0562,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0563,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0564,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0565,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0566,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0567,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0568,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0569,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0570,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0571,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0572,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0573,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0574,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0575,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0576,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0577,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0578,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0579,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0580,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0581,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0582,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0583,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0584,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0585,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0586,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0587,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0588,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0589,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0590,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0591,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0592,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0593,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0594,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0595,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0596,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0597,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0598,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0599,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0600,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0601,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0602,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0603,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0604,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0605,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0606,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0607,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0608,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0609,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0610,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0611,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0612,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0613,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0614,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0615,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0616,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0617,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0618,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0619,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0620,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0621,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0622,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0623,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0624,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0625,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0626,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0627,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
