canonical_smiles,scaffold,context,label_log10,measurement_count,sample_weight,data_origin,references
C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CN4CCOS4(=O)=O)C3)[C@H](C)C12,O=C1CC2CC(S[C@@H]3CN[C@H](CN4CCOS4(=O)=O)C3)=CN12,Acinetobacter baumannii,1.0969100130080565,1,1.0,External_Dataset_v2,ChEMBL | Novel lbeta-methylcarbapenems having cyclic sulfonamide moieties: synthesis and evaluation of in vitro antibacterial activity. | DOI:10.1016/j.ejmech.2007.02.001
C[C@@H](O)Cn1c(-c2cc(=O)c(O)c[nH]2)nn(S(=O)(=O)[N-]C(=O)N2C[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c3csc(N)n3)C2=O)c1=O.[Na+].[Na+],N=C(C(=O)N[C@H]1CN(C(=O)[N-]S(=O)(=O)n2nc(-c3cc(=O)cc[nH]3)[nH]c2=O)C1=O)c1cscn1,Acinetobacter baumannii,0.0,1,1.0,External_Dataset_v2,"ChEMBL | Preparation, gram-negative antibacterial activity, and hydrolytic stability of novel siderophore-conjugated monocarbam diols. | DOI:10.1021/ml200012f"
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(/C=C/[C@@H]3CCCN3)C[C@H]12,O=C1C[C@H]2CC(/C=C/[C@@H]3CCCN3)=CN12,Pseudomonas aeruginosa,0.49554433754644844,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological evaluation of novel 2-vinyl carbapenems. Remarkable DHP-1 stability of 1-substituted analogs | DOI:10.1016/S0960-894X(96)00495-7
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(/C=C/[C@@H]3CCCN3)[C@H](C)[C@H]12,O=C1C[C@H]2CC(/C=C/[C@@H]3CCCN3)=CN12,Pseudomonas aeruginosa,0.49554433754644844,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological evaluation of novel 2-vinyl carbapenems. Remarkable DHP-1 stability of 1-substituted analogs | DOI:10.1016/S0960-894X(96)00495-7
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli,-0.7044676964867504,1,1.0,External_Dataset_v2,ChEMBL | Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | DOI:10.1021/jm00163a048
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN)C[C@H]12,O=C1C[C@H]2CC=CN12,Klebsiella pneumoniae,-0.6989700043360187,1,1.0,External_Dataset_v2,ChEMBL | Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | DOI:10.1021/jm00163a048
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa,0.4941545940184428,1,1.0,External_Dataset_v2,ChEMBL | Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | DOI:10.1021/jm00163a048
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Acinetobacter baumannii,0.6020599913279624,1,1.0,External_Dataset_v2,"ChEMBL | A plasmid-borne blaOXA-58 gene confers imipenem resistance to Acinetobacter baumannii isolates from a Lebanese hospital. | DOI:10.1128/aac.00366-08|ChEMBL | Acquisition of a plasmid-borne blaOXA-58 gene with an upstream IS1008 insertion conferring a high level of carbapenem resistance to Acinetobacter baumannii. | DOI:10.1128/aac.00393-08|ChEMBL | AdeIJK, a resistance-nodulation-cell division pump effluxing multiple antibiotics in Acinetobacter baumannii. | DOI:10.1128/aac.00732-07|ChEMBL | An OXA-66/OXA-51-like carbapenemase and possibly an efflux pump are associated with resistance to imipenem in Acinetobacter baumannii. | DOI:10.1128/aac.01512-06|ChEMBL | Besifloxacin, a novel fluoroquinolone, has broad-spectrum in vitro activity against aerobic and anaerobic bacteria. | DOI:10.1128/aac.00418-09|ChEMBL | Carbapenem-resistant Acinetobacter baumannii isolates from Tunisia producing the OXA-58-like carbapenem-hydrolyzing oxacillinase OXA-97. | DOI:10.1128/aac.00978-07|ChEMBL | Characterization of pABVA01, a plasmid encoding the OXA-24 carbapenemase from Italian isolates of Acinetobacter baumannii. | DOI:10.1128/aac.00178-09|ChEMBL | Comparative in vitro activities of nemonoxacin (TG-873870), a novel nonfluorinated quinolone, and other quinolones against clinical isolates. | DOI:10.1128/aac.01197-09|ChEMBL | Comparative in vitro activity profiles of novel bis-indole antibacterials against gram-positive and gram-negative clinical isolates. | DOI:10.1128/aac.00484-10|ChEMBL | Correlation of antimicrobial resistance with beta-lactamases, the OmpA-like porin, and efflux pumps in clinical isolates of Acinetobacter baumannii endemic to New York City. | DOI:10.1128/aac.01684-07|ChEMBL | CraA, a major facilitator superfamily efflux pump associated with chloramphenicol resistance in Acinetobacter baumannii. | DOI:10.1128/aac.00584-09|ChEMBL | Efficacy of rifampin and its combinations with imipenem, sulbactam, and colistin in experimental models of infection caused by imipenem-resistant Acinetobacter baumannii. | DOI:10.1128/aac.00367-09|ChEMBL | Emergence and Distribution of Plasmids Bearing the blaOXA-51-like gene with an upstream ISAba1 in carbapenem-resistant Acinetobacter baumannii isolates in Taiwan. | DOI:10.1128/aac.00764-10|ChEMBL | Extended-spectrum cephalosporinase in Acinetobacter baumannii. | DOI:10.1128/aac.00050-10|ChEMBL | First countrywide survey of acquired metallo-beta-lactamases in gram-negative pathogens in Italy. | DOI:10.1128/aac.00707-08|ChEMBL | First isolation of the blaOXA-23 carbapenemase gene from an environmental Acinetobacter baumannii isolate. | DOI:10.1128/aac.00861-09|ChEMBL | GES-11, a novel integron-associated GES variant in Acinetobacter baumannii. | DOI:10.1128/aac.00072-09|ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08|ChEMBL | Genetic basis of multidrug resistance in Acinetobacter baumannii clinical isolates at a tertiary medical center in Pennsylvania. | DOI:10.1128/aac.00570-08|ChEMBL | Genetic basis of multidrug resistance in Acinetobacter clinical isolates in Taiwan. | DOI:10.1128/aac.01398-09|ChEMBL | Hydrolysis and inhibition profiles of beta-lactamases from molecular classes A to D with doripenem, imipenem, and meropenem. | DOI:10.1128/aac.01004-09|ChEMBL | ISAba825, a functional insertion sequence modulating genomic plasticity and bla(OXA-58) expression in Acinetobacter baumannii. | DOI:10.1128/aac.00491-10|ChEMBL | In vitro activity of tigecycline against multidrug-resistant Acinetobacter baumannii and selection of tigecycline-amikacin synergy. | DOI:10.1128/aac.01581-07|ChEMBL | In vitro antimicrobial activity and mutant prevention concentration of colistin against Acinetobacter baumannii. | DOI:10.1128/aac.00264-10|ChEMBL | In vitro properties of BAL30072, a novel siderophore sulfactam with activity against multiresistant gram-negative bacilli. | DOI:10.1128/aac.01525-09|ChEMBL | In vivo selection of a missense mutation in adeR and conversion of the novel blaOXA-164 gene into blaOXA-58 in carbapenem-resistant Acinetobacter baumannii isolates from a hospitalized patient. | DOI:10.1128/aac.00598-10|ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08|ChEMBL | Molecular epidemiology of clinical isolates of carbapenem-resistant Acinetobacter spp. from Chinese hospitals. | DOI:10.1128/aac.01259-06|ChEMBL | Molecular epidemiology of imipenem-resistant Acinetobacter haemolyticus and Acinetobacter baumannii isolates carrying plasmid-mediated OXA-40 from a Portuguese hospital. | DOI:10.1128/aac.00267-07|ChEMBL | Multicopy blaOXA-58 gene as a source of high-level resistance to carbapenems in Acinetobacter baumannii. | DOI:10.1128/aac.01502-06|ChEMBL | Mutant prevention concentrations of four carbapenems against gram-negative rods. | DOI:10.1128/aac.00033-10|ChEMBL | Novel lbeta-methylcarbapenems having cyclic sulfonamide moieties: synthesis and evaluation of in vitro antibacterial activity. | DOI:10.1016/j.ejmech.2007.02.001|ChEMBL | OXA-143, a novel carbapenem-hydrolyzing class D beta-lactamase in Acinetobacter baumannii. | DOI:10.1128/aac.00856-09|ChEMBL | Outbreak of Acinetobacter baumannii with chromosomally encoded VIM-1 undetectable by imipenem-EDTA synergy tests. | DOI:10.1128/aac.01414-07|ChEMBL | Overexpression of the adeB gene in clinical isolates of tigecycline-nonsusceptible Acinetobacter baumannii without insertion mutations in adeRS. | DOI:10.1128/aac.00414-10|ChEMBL | Overexpression of the naturally occurring blaOXA-51 gene in Acinetobacter baumannii mediated by novel insertion sequence ISAba9. | DOI:10.1128/aac.00292-09|ChEMBL | Screening and quantification of the expression of antibiotic resistance genes in Acinetobacter baumannii with a microarray. | DOI:10.1128/aac.01037-09|ChEMBL | Small-molecule suppression of β-lactam resistance in multidrug-resistant gram-negative pathogens. | DOI:10.1021/jm501050e|ChEMBL | Synthesis and antimicrobial profile of N-substituted imidazolium oximes and their monoquaternary salts against multidrug resistant bacteria. | DOI:10.1016/j.bmc.2013.09.041|ChEMBL | Tigecycline Efflux as a Mechanism for Nonsusceptibility in Acinetobacter baumannii. | DOI:10.1128/aac.01198-06"
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Acinetobacter baumannii AYE expressing VEB-1 gene,0.0,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Acinetobacter baumannii CIP70.10,-0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Acinetobacter baumannii KI,0.3010299956639812,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-03 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-04 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-06 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-07 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-08 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-09 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-10 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-11 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-12 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-13 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-14 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-15 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-16 with PDC-3 variant,1.505149978319906,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-17 with PDC-3 variant,1.505149978319906,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-18 with PDC-3 variant,1.806179973983887,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-20 with PDC-4 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-21 with PDC-4 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-22 with PDC-4 variant,0.9030899869919435,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-23 with PDC-5 variant,1.505149978319906,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-24 with PDC-5 variant,1.505149978319906,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-25 with PDC-6 variant,0.9030899869919435,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-26 with PDC-6 variant,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-27 with PDC-7 variant,1.505149978319906,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-28 with PDC-7 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,AmpC overproducing Pseudomonas aeruginosa isolate Pae-beta-32 with PDC-10 variant,1.806179973983887,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli,-0.6020599913279624,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological evaluation of 4-alkoxysubstituted trinems. Part II | DOI:10.1016/0960-894X(96)00358-7|ChEMBL | Synthesis and structure-activity relationships of some novel oxetane carbapenems | DOI:10.1016/S0960-894X(97)00280-1|ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-11 plasmid,-0.721246399047171,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-11 plasmid carrying entire blaAmpC gene with alanine residue insertion at 215 position,-0.42021640338318983,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-11 plasmid carrying entire blaAmpC gene with alanine residue insertion at 215 position and R210P substitution,-0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-11 plasmid with entire blaAmpC gene,-0.42021640338318983,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-33 plasmid,-0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-33 plasmid carrying entire blaAmpC gene with alanine residue deletion at 215 position and R210P substitution,-0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-33 plasmid with entire blaAmpC gene,-0.3010299956639812,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-33 plasmid with entire blaAmpC gene with alanine residue deletion at 215 position,-0.3010299956639812,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pADC-50 plasmid,-0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Escherichia coli TOP10 harboring pTOPO plasmid,-0.9030899869919435,1,1.0,Member2_GN_MIC,CHEMBL1649315
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Klebsiella pneumoniae,-0.7257724967479859,2,1.0,External_Dataset_v2|Member2_GN_MIC,CHEMBL1629613|ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x|ChEMBL | Tricyclic -lactams: Total synthesis and antibacterial activity of 5-methoxyethyl and 5-hydroxyethyl trinems | DOI:10.1016/S0960-894X(97)00326-0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa,0.6020599913279624,1,1.0,External_Dataset_v2,ChEMBL | Synthesis and biological evaluation of 4-alkoxysubstituted trinems. Part II | DOI:10.1016/0960-894X(96)00358-7|ChEMBL | Synthesis and structure-activity relationships of novel THF 1-methylcarbapenems II | DOI:10.1016/S0960-894X(97)10143-3|ChEMBL | Synthesis and structure-activity relationships of some novel oxetane carbapenems | DOI:10.1016/S0960-894X(97)00280-1|ChEMBL | The synthesis and evaluation of 6-alkylidene-2'beta-substituted penam sulfones as beta-lactamase inhibitors. | DOI:10.1016/s0960-894x(99)00325-x|ChEMBL | Tricyclic -lactams: Total synthesis and antibacterial activity of 5-methoxyethyl and 5-hydroxyethyl trinems | DOI:10.1016/S0960-894X(97)00326-0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-1,0.0,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-2,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-3,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-4,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa 12B harboring recombinant pBB-PDC-5,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-1b,-0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-2,0.0,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-3,0.0,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-4,0.0,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa KG2505a harboring recombinant pBB-PDC-5,0.0,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa PAO1 with PDC-1 variant,0.0,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa isolate Pae-beta-01 with PDC-1 variant,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa isolate Pae-beta-02 with PDC-1 variant,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa isolate Pae-beta-05 with PDC-2 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa isolate Pae-beta-19 with PDC-3 variant,0.6020599913279624,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa isolate Pae-beta-29 with PDC-8 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa isolate Pae-beta-30 with PDC-8 variant,0.9030899869919435,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,O=C1C[C@H]2CC=CN12,Pseudomonas aeruginosa isolate Pae-beta-31 with PDC-9 variant,1.2041199826559248,1,1.0,Member2_GN_MIC,CHEMBL1629679
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,O=C1C[C@H]2CC=CN12,Escherichia coli,-0.45154499349597177,1,1.0,External_Dataset_v2,ChEMBL | Dual-action penems and carbapenems. | DOI:10.1021/jm00088a019|ChEMBL | Synthesis and biological activity of novel tricyclic -lactams | DOI:10.1016/0960-894X(96)00061-3|ChEMBL | Synthesis and biological evaluation of novel 1 beta-methylcarbapenems with isothiazoloethenyl side chains. | DOI:10.1016/s0960-894x(02)00948-4|ChEMBL | Tricyclic -lactams: total synthesis and antibacterial activity of 5- and 5-methoxy-tribactams | DOI:10.1016/0960-894X(95)00445-Y
